,Date,Timestamp,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol,Perpetual Protocol
,,,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives
,,,optimism,ethereum-staking,Total,staking,optimism,ethereum-staking,Total,staking,optimism,ethereum-staking,Total,staking
,,,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens
,,,,,,,USDC,PERP,USDC,PERP,USDC,PERP,USDC,PERP
,06/08/2021,1628208000,,,9243691.449082958,378113511.63002837,,,9243691.449082958,378113511.63002837,,,9252462.783802,24191523.456815634
,07/08/2021,1628294400,,,9501992.768558,387320666.7742334,,,9501992.768558,387320666.7742334,,,9501992.768558,24467508.956047595
,08/08/2021,1628380800,,,8798787.303195143,360604599.05268407,,,8798787.303195143,360604599.05268407,,,8806431.285551,24530925.10562477
,09/08/2021,1628467200,,,9162951.310156,391839456.5561399,,,9162951.310156,391839456.5561399,,,9162951.310156,24551344.395748112
,10/08/2021,1628553600,,,8652607.151411,384196333.7731426,,,8652607.151411,384196333.7731426,,,8652607.151411,24915456.146118194
,11/08/2021,1628640000,,,9793098.708974,415609344.0544992,,,9793098.708974,415609344.0544992,,,9793098.708974,24916627.341396835
,12/08/2021,1628726400,,,8985977.492583,360198181.85590565,,,8985977.492583,360198181.85590565,,,8985977.492583,24337714.990263894
,13/08/2021,1628812800,,,10197311.656389,376790926.25423616,,,10197311.656389,376790926.25423616,,,10197311.656389,23968888.43856464
,14/08/2021,1628899200,,,9349533.938982,355710701.82552433,,,9349533.938982,355710701.82552433,,,9349533.938982,23969723.84269032
,15/08/2021,1628985600,,,10005574.977306794,346102820.929236,,,10005574.977306794,346102820.929236,,,10009388.554346,23951752.31344194
,16/08/2021,1629072000,,,8183685.54797392,346332472.73686975,,,8183685.54797392,346332472.73686975,,,8208335.178515,24050866.16228262
,17/08/2021,1629158400,,,9141337.340037033,344647745.1134223,,,9141337.340037033,344647745.1134223,,,9152219.328819,24118106.725921784
,18/08/2021,1629244800,,,8298869.114461,389533828.7796146,,,8298869.114461,389533828.7796146,,,8298869.114461,24134685.79799347
,19/08/2021,1629331200,,,7808140.256283,463650446.8411376,,,7808140.256283,463650446.8411376,,,7808140.256283,24161044.650397997
,20/08/2021,1629417600,,,13451585.05240112,449609388.15242845,,,13451585.05240112,449609388.15242845,,,13457304.406774,24172547.75013056
,21/08/2021,1629504000,,,12882242.247467104,438237859.4984215,,,12882242.247467104,438237859.4984215,,,12912302.086725,24198667.007091194
,22/08/2021,1629590400,,,13080208.770404,413540973.0344194,,,13080208.770404,413540973.0344194,,,13080208.770404,24226184.712033942
,23/08/2021,1629676800,,,12812785.699180566,421478162.054062,,,12812785.699180566,421478162.054062,,,12814566.923983,24002173.23770285
,24/08/2021,1629763200,,,12658469.968505597,408728851.24547905,,,12658469.968505597,408728851.24547905,,,12666716.000622,24000519.744302936
,25/08/2021,1629849600,,,13100587.592687,425753496.5024788,,,13100587.592687,425753496.5024788,,,13100587.592687,23999633.399237815
,26/08/2021,1629936000,,,13247088.419667,378593005.30368656,,,13247088.419667,378593005.30368656,,,13247088.419667,24022398.813685697
,27/08/2021,1630022400,,,13584130.982406095,408544597.3044627,,,13584130.982406095,408544597.3044627,,,13598572.666578,24003795.376290403
,28/08/2021,1630108800,,,13902065.903802,433155926.1097812,,,13902065.903802,433155926.1097812,,,13902065.903802,24010860.649100956
,29/08/2021,1630195200,,,13868284.703039,443743929.57994133,,,13868284.703039,443743929.57994133,,,13868284.703039,23960255.37688668
,30/08/2021,1630281600,,,13180984.733133,533110274.15155226,,,13180984.733133,533110274.15155226,,,13180984.733133,23917015.43972868
,31/08/2021,1630368000,,,13029307.753197,486074153.1039415,,,13029307.753197,486074153.1039415,,,13029307.753197,23909205.760154527
,01/09/2021,1630454400,,,13351854.109789,504789828.77539593,,,13351854.109789,504789828.77539593,,,13351854.109789,23912355.697555467
,02/09/2021,1630540800,,,12288065.508983763,464612727.07473004,,,12288065.508983763,464612727.07473004,,,12308300.354767,23936771.101222567
,03/09/2021,1630627200,,,12458704.352908,471629055.9390528,,,12458704.352908,471629055.9390528,,,12458704.352908,23819649.28985115
,04/09/2021,1630713600,,,12073720.225902358,458167297.7305866,,,12073720.225902358,458167297.7305866,,,12073840.964312,23875315.150108732
,05/09/2021,1630800000,,,11704312.237171933,471421183.04405874,,,11704312.237171933,471421183.04405874,,,11714691.4538,23869426.989572596
,06/09/2021,1630886400,,,11816804.855572,488304957.3829832,,,11816804.855572,488304957.3829832,,,11816804.855572,22871426.57531537
,07/09/2021,1630972800,,,12399130.14704,452404176.2025593,,,12399130.14704,452404176.2025593,,,12399130.14704,22699657.61176916
,08/09/2021,1631059200,,,11490559.912367,455282076.57951015,,,11490559.912367,455282076.57951015,,,11490559.912367,22821156.720777452
,09/09/2021,1631145600,,,11809992.305923,419695711.8857808,,,11809992.305923,419695711.8857808,,,11809992.305923,22984431.099987995
,10/09/2021,1631232000,,,12473818.485481,382078551.73604834,,,12473818.485481,382078551.73604834,,,12473818.485481,24762057.792355694
,11/09/2021,1631318400,,,12222007.599261,390041933.1818318,,,12222007.599261,390041933.1818318,,,12222007.599261,24780300.710408624
,12/09/2021,1631404800,,,12138181.6436437,375337536.5354636,,,12138181.6436437,375337536.5354636,,,12018001.62737,24742092.05902858
,13/09/2021,1631491200,,,12366084.794082,372101239.5292871,,,12366084.794082,372101239.5292871,,,12366084.794082,24757234.8322879
,14/09/2021,1631577600,,,12748663.478215,460040835.5584534,,,12748663.478215,460040835.5584534,,,12748663.478215,24920955.33902781
,15/09/2021,1631664000,,,12733330.454862,465674734.93783975,,,12733330.454862,465674734.93783975,,,12733330.454862,25657010.18941266
,16/09/2021,1631750400,,,11524972.047916,443879336.14219105,,,11524972.047916,443879336.14219105,,,11524972.047916,25717226.891204577
,17/09/2021,1631836800,,,11845603.842799,397235564.1843693,,,11845603.842799,397235564.1843693,,,11845603.842799,26133918.696340088
,18/09/2021,1631923200,,,11698454.592062,393378793.4641631,,,11698454.592062,393378793.4641631,,,11698454.592062,26155504.884585317
,19/09/2021,1632009600,,,12679615.165107,371331639.9572472,,,12679615.165107,371331639.9572472,,,12679615.165107,26150115.489946987
,20/09/2021,1632096000,,,13678473.782071,328799316.0957561,,,13678473.782071,328799316.0957561,,,13678473.782071,26115910.730401598
,21/09/2021,1632182400,,,14980606.031066,291932868.65363294,,,14980606.031066,291932868.65363294,,,14980606.031066,26088728.208546285
,22/09/2021,1632268800,,,13606599.972422,364500339.918172,,,13606599.972422,364500339.918172,,,13606599.972422,26072985.687995136
,23/09/2021,1632355200,,,13762370.970339,342550016.3958897,,,13762370.970339,342550016.3958897,,,13762370.970339,26069255.433477145
,24/09/2021,1632441600,,,14748808.101697,322848460.33099955,,,14748808.101697,322848460.33099955,,,14748808.101697,26120425.59312294
,25/09/2021,1632528000,,,15009304.233784,339164349.04574245,,,15009304.233784,339164349.04574245,,,15009304.233784,28477275.318702135
,26/09/2021,1632614400,,,16056675.914493961,397106893.66009647,,,16056675.914493961,397106893.66009647,,,16068180.731898,28446052.55444817
,27/09/2021,1632700800,,,17031254.692726765,447747078.25043756,,,17031254.692726765,447747078.25043756,,,17085638.27937,27810377.531083077
,28/09/2021,1632787200,,,17349906.870988,390997947.9020712,,,17349906.870988,390997947.9020712,,,17349906.870988,27730350.91504051
,29/09/2021,1632873600,,,17018636.512009,416219065.1149297,,,17018636.512009,416219065.1149297,,,17018636.512009,27527715.94675461
,30/09/2021,1632960000,,,16115899.715379,397093406.6793762,,,16115899.715379,397093406.6793762,,,16115899.715379,27691311.483917445
,01/10/2021,1633046400,,,15624229.54116776,419305196.8559644,,,15624229.54116776,419305196.8559644,,,15469534.199176,27713496.157036643
,02/10/2021,1633132800,,,15347810.379785,444108077.58324546,,,15347810.379785,444108077.58324546,,,15347810.379785,27739417.712882288
,03/10/2021,1633219200,,,14636838.598914,415579410.6128826,,,14636838.598914,415579410.6128826,,,14636838.598914,27613249.87461014
,04/10/2021,1633305600,,,14667874.242162,399054347.8478312,,,14667874.242162,399054347.8478312,,,14667874.242162,27520989.506746978
,05/10/2021,1633392000,,,14562657.036595,385948813.0804358,,,14562657.036595,385948813.0804358,,,14562657.036595,27489231.700885743
,06/10/2021,1633478400,,,14283563.791519,380431369.63434947,,,14283563.791519,380431369.63434947,,,14283563.791519,27408600.117748518
,07/10/2021,1633564800,,,13524307.657658838,376734638.0133201,,,13524307.657658838,376734638.0133201,,,13549509.745786,27319408.122793335
,08/10/2021,1633651200,,,13790684.521605,368242552.02657104,,,13790684.521605,368242552.02657104,,,13790684.521605,27236875.14989431
,09/10/2021,1633737600,,,14228048.080876,375147502.4458934,,,14228048.080876,375147502.4458934,,,14228048.080876,27224056.78126948
,10/10/2021,1633824000,,,13453767.717306,387711062.52951086,,,13453767.717306,387711062.52951086,,,13453767.717306,27226900.458533067
,11/10/2021,1633910400,,,13436023.171941,365383630.6110143,,,13436023.171941,365383630.6110143,,,13436023.171941,27206524.989651103
,12/10/2021,1633996800,,,13959023.391182,423517085.23744684,,,13959023.391182,423517085.23744684,,,13959023.391182,27165945.172382735
,13/10/2021,1634083200,,,13469157.160977,418594190.51122254,,,13469157.160977,418594190.51122254,,,13469157.160977,27111022.70150405
,14/10/2021,1634169600,,,13602784.733304,483895498.121741,,,13602784.733304,483895498.121741,,,13602784.733304,27093812.884755936
,15/10/2021,1634256000,,,13542342.308413,503073285.1492139,,,13542342.308413,503073285.1492139,,,13542342.308413,27964051.42574841
,16/10/2021,1634342400,,,13614036.997441,556412894.2749605,,,13614036.997441,556412894.2749605,,,13614036.997441,30305713.195803948
,17/10/2021,1634428800,,,13782219.907858,518845551.7221995,,,13782219.907858,518845551.7221995,,,13782219.907858,30288707.047413867
,18/10/2021,1634515200,,,14647609.615294,537073495.6844671,,,14647609.615294,537073495.6844671,,,14647609.615294,30308888.018310785
,19/10/2021,1634601600,,,15742985.814063,505945608.9320965,,,15742985.814063,505945608.9320965,,,15742985.814063,30296144.247430928
,20/10/2021,1634688000,,,15127496.202355,484668020.92582,,,15127496.202355,484668020.92582,,,15127496.202355,30084917.500050902
,21/10/2021,1634774400,,,14376724.461799,478338993.7553689,,,14376724.461799,478338993.7553689,,,14376724.461799,29600185.257139165
,22/10/2021,1634860800,,,14586710.53416,486008322.413054,,,14586710.53416,486008322.413054,,,14586710.53416,29598558.003231056
,23/10/2021,1634947200,,,15476479.648458,472289676.15136844,,,15476479.648458,472289676.15136844,,,15476479.648458,29592084.971890252
,24/10/2021,1635033600,,,14750592.110038022,485156049.1724606,,,14750592.110038022,485156049.1724606,,,14604546.643602,29600735.153902415
,25/10/2021,1635120000,,,14338331.23887139,479404105.4453366,,,14338331.23887139,479404105.4453366,,,14196367.563239,29611124.487049818
,26/10/2021,1635206400,,,14806720.415917,489659347.1852521,,,14806720.415917,489659347.1852521,,,14806720.415917,29586667.503640607
,27/10/2021,1635292800,,,13979861.07236,508550152.8874638,,,13979861.07236,508550152.8874638,,,13979861.07236,29687691.35361727
,28/10/2021,1635379200,,,14611529.968690036,465869122.66337574,,,14611529.968690036,465869122.66337574,,,14625511.958122,29635440.372988276
,29/10/2021,1635465600,,,13396567.479425509,488315474.2822124,,,13396567.479425509,488315474.2822124,,,13263928.197451,29630793.342367254
,30/10/2021,1635552000,,,13028449.957306,496618071.99855345,,,13028449.957306,496618071.99855345,,,13028449.957306,29560599.52372342
,31/10/2021,1635638400,,,12757169.17311,506232784.8035182,,,12757169.17311,506232784.8035182,,,12757169.17311,29621578.982066598
,01/11/2021,1635724800,,,13132403.49727361,491964748.50768507,,,13132403.49727361,491964748.50768507,,,13132731.815569,29906671.641804565
,02/11/2021,1635811200,,,13244420.804465,494346452.5956065,,,13244420.804465,494346452.5956065,,,13244420.804465,30272287.360416815
,03/11/2021,1635897600,,,12822778.345495,518550237.2715067,,,12822778.345495,518550237.2715067,,,12822778.345495,30502955.133618042
,04/11/2021,1635984000,,,13682858.347280817,514805172.3875717,,,13682858.347280817,514805172.3875717,,,13721676.971433,30716299.06847086
,05/11/2021,1636070400,,,13474699.840107,533506427.6186138,,,13474699.840107,533506427.6186138,,,13474699.840107,30714244.537628885
,06/11/2021,1636156800,,,12910351.698796,534374351.1763627,,,12910351.698796,534374351.1763627,,,12910351.698796,30906555.880645618
,07/11/2021,1636243200,,,13174107.87921843,539992821.0223026,,,13174107.87921843,539992821.0223026,,,13043671.167543,30909720.72251303
,08/11/2021,1636329600,,,12958768.081277,539302492.1207736,,,12958768.081277,539302492.1207736,,,12958768.081277,30887886.146665152
,09/11/2021,1636416000,,,11725655.880072,583789433.6933907,,,11725655.880072,583789433.6933907,,,11725655.880072,31069155.59837098
,10/11/2021,1636502400,,,11045605.480817793,547558924.376378,,,11045605.480817793,547558924.376378,,,11056761.753427,31128989.447207395
,11/11/2021,1636588800,,,11390718.694993,519763880.4284905,,,11390718.694993,519763880.4284905,,,11390718.694993,31067775.279646773
,12/11/2021,1636675200,,,10281534.127156,518029773.2646263,,,10281534.127156,518029773.2646263,,,10281534.127156,31056940.84320302
,13/11/2021,1636761600,,,10543762.832997,545742932.8942409,,,10543762.832997,545742932.8942409,,,10543762.832997,31043397.775554087
,14/11/2021,1636848000,,,10484723.953724,543950130.9824005,,,10484723.953724,543950130.9824005,,,10484723.953724,31154073.93942729
,15/11/2021,1636934400,,,10595411.260689,541933295.3931507,,,10595411.260689,541933295.3931507,,,10595411.260689,31163501.747737244
,16/11/2021,1637020800,,,9788693.606496,512962558.71680593,,,9788693.606496,512962558.71680593,,,9788693.606496,31164189.472466946
,17/11/2021,1637107200,,,10267424.998694,466344498.55408484,,,10267424.998694,466344498.55408484,,,10267424.998694,30420384.77195596
,18/11/2021,1637193600,,,11995138.47061481,475841502.2537782,,,11995138.47061481,475841502.2537782,,,11876374.723381,30385791.970228493
,19/11/2021,1637280000,,,12759632.573053,433817263.74230826,,,12759632.573053,433817263.74230826,,,12759632.573053,30464695.48752165
,20/11/2021,1637366400,,,12201095.093603851,457968128.3224006,,,12201095.093603851,457968128.3224006,,,12080292.171885,30470268.01878913
,21/11/2021,1637452800,,,11696151.58412696,463998342.2286989,,,11696151.58412696,463998342.2286989,,,11580348.103096,30326689.034555484
,22/11/2021,1637539200,,,11534735.521354096,463064000.75923055,,,11534735.521354096,463064000.75923055,,,11537562.224099,30325081.90957633
,23/11/2021,1637625600,,,11329455.429801,454270843.5943921,,,11329455.429801,454270843.5943921,,,11329455.429801,30304926.190419752
,24/11/2021,1637712000,,,10781575.277771367,459142448.6683977,,,10781575.277771367,459142448.6683977,,,10794474.675008,30286441.205039427
,25/11/2021,1637798400,,,12047155.115611,435560717.0508426,,,12047155.115611,435560717.0508426,,,12047155.115611,30226281.54412509
,26/11/2021,1637884800,,,11175155.238764416,446882439.0071639,,,11175155.238764416,446882439.0071639,,,11201433.802465,30235618.336073335
,27/11/2021,1637971200,,,10843617.828151014,373701984.9201217,,,10843617.828151014,373701984.9201217,,,10861310.903613,29992133.621197566
,28/11/2021,1638057600,,,10162822.433135,374868093.0607778,,,10162822.433135,374868093.0607778,,,10162822.433135,30013458.211431365
,29/11/2021,1638144000,,,10503241.987393973,377045386.3469509,,,10503241.987393973,377045386.3469509,,,10503746.16721,29995655.238420915
,30/11/2021,1638230400,,,10274533.222949117,371055426.34528184,,,10274533.222949117,371055426.34528184,,,10290401.021324,28652928.675311342
,01/12/2021,1638316800,,,9583243.725255165,357282190.32799536,,,9583243.725255165,357282190.32799536,,,9604989.421305,28400810.041971013
,02/12/2021,1638403200,,,9304733.213212,370106451.1314376,,,9304733.213212,370106451.1314376,,,9304733.213212,28425994.710555885
,03/12/2021,1638489600,,,9714993.654033972,373346403.5908769,,,9714993.654033972,373346403.5908769,,,9726198.2344,28412968.309807982
,04/12/2021,1638576000,,,11366228.087962568,352375417.6953925,,,11366228.087962568,352375417.6953925,,,11390056.085293,28417372.394789714
,05/12/2021,1638662400,,,17970577.920236148,329240033.95954776,,,17970577.920236148,329240033.95954776,,,18004372.126718,28407250.55733803
,06/12/2021,1638748800,,,17711603.227482,314397192.2277338,,,17711603.227482,314397192.2277338,,,17711603.227482,28400830.372875683
,07/12/2021,1638835200,,,16876776.711708,323942645.40241426,,,16876776.711708,323942645.40241426,,,16876776.711708,28391117.037897833
,08/12/2021,1638921600,,,17758371.1994835,312806784.94155407,,,17758371.1994835,312806784.94155407,,,17805341.690864,28411152.129114814
,09/12/2021,1639008000,,,12684556.655037,325423084.6653714,,,12684556.655037,325423084.6653714,,,12684556.655037,28952231.73179461
,10/12/2021,1639094400,,,12949975.711791674,286595001.6969015,,,12949975.711791674,286595001.6969015,,,12957828.155654,28948990.07039409
,11/12/2021,1639180800,,,13573317.060443904,266621937.45489416,,,13573317.060443904,266621937.45489416,,,13599482.464706,28949178.87675289
,12/12/2021,1639267200,,,14080462.413137812,279339043.5259877,,,14080462.413137812,279339043.5259877,,,14111691.586619,28917085.251137443
,13/12/2021,1639353600,,274046540.6986943,13799150.817121942,274046540.6986943,,274046540.6986943,13799150.817121942,274046540.6986943,,28877401.54886136,13830102.586711,28877401.54886136
,14/12/2021,1639440000,,250256168.9665747,13604960.678759603,250256168.9665747,,250256168.9665747,13604960.678759603,250256168.9665747,,28864610.030746795,13626804.446287,28864610.030746795
,15/12/2021,1639526400,,251893229.68593377,13148219.183355844,251893229.68593377,,251893229.68593377,13148219.183355844,251893229.68593377,,28853749.104917955,13154322.78913,28853749.104917955
,16/12/2021,1639612800,,259408971.23806757,11362547.411096359,259408971.23806757,,259408971.23806757,11362547.411096359,259408971.23806757,,28951894.111391466,11363024.658132,28951894.111391466
,17/12/2021,1639699200,,258523901.2869369,12308469.655788995,258523901.2869369,,258523901.2869369,12308469.655788995,258523901.2869369,,28566176.93778308,12309823.7364,28566176.93778308
,18/12/2021,1639785600,4799268.327399957,260356119.51356155,17897367.67640924,260356119.51356155,4799268.327399957,260356119.51356155,17897367.67640924,260356119.51356155,4800012.329311,28579156.916966144,17900142.19845,28579156.916966144
,19/12/2021,1639872000,4784073.740273,270041668.9058947,17547766.177061,270041668.9058947,4784073.740273,270041668.9058947,17547766.177061,270041668.9058947,4784073.740273,28575837.97945976,17547766.177061,28575837.97945976
,20/12/2021,1639958400,4876545.52042765,277914291.9829171,17432788.035783224,277914291.9829171,4876545.52042765,277914291.9829171,17432788.035783224,277914291.9829171,4885148.266525,28650957.936383203,17463541.332069002,28650957.936383203
,21/12/2021,1640044800,4982992.959525,285475975.59993213,17174934.0066,285475975.59993213,4982992.959525,285475975.59993213,17174934.0066,285475975.59993213,4982992.959525,28633498.054155678,17174934.0066,28633498.054155678
,22/12/2021,1640131200,4948937.402918,284353374.3648673,17110596.052272,284353374.3648673,4948937.402918,284353374.3648673,17110596.052272,284353374.3648673,4948937.402918,28635787.952151794,17110596.052272,28635787.952151794
,23/12/2021,1640217600,4982988.86721275,268218751.38973358,17920570.237095088,268218751.38973358,4982988.86721275,268218751.38973358,17920570.237095088,268218751.38973358,4933652.343775,28473328.173007812,17743138.848609,28473328.173007812
,24/12/2021,1640304000,4987946.064415,275011562.08389515,17738103.966953002,275011562.08389515,4987946.064415,275011562.08389515,17738103.966953002,275011562.08389515,4987946.064415,29287706.292214602,17738103.966953002,29287706.292214602
,25/12/2021,1640390400,4989562.109302,271411928.6746277,17334595.716435,271411928.6746277,4989562.109302,271411928.6746277,17334595.716435,271411928.6746277,4989562.109302,29246975.072696958,17334595.716435,29246975.072696958
,26/12/2021,1640476800,5001210.311695,270235848.5701599,17413758.818191,270235848.5701599,5001210.311695,270235848.5701599,17413758.818191,270235848.5701599,5001210.311695,29246303.957809515,17413758.818191,29246303.957809515
,27/12/2021,1640563200,4990475.347393078,278716729.8307176,17435741.38826805,278716729.8307176,4990475.347393078,278716729.8307176,17435741.38826805,278716729.8307176,4993651.309626,29246246.57195358,17446837.576967,29246246.57195358
,28/12/2021,1640649600,5020028.696023,271026272.09251326,17925136.989418,271026272.09251326,5020028.696023,271026272.09251326,17925136.989418,271026272.09251326,5020028.696023,28955798.300482187,17925136.989418,28955798.300482187
,29/12/2021,1640736000,7249524.368065281,266358286.4107519,19814102.18442644,266358286.4107519,7249524.368065281,266358286.4107519,19814102.18442644,266358286.4107519,7251192.142258,28951987.6533426,19818660.476336002,28951987.6533426
,30/12/2021,1640822400,7357335.646774663,257296822.81442901,20994448.586987086,257296822.81442901,7357335.646774663,257296822.81442901,20994448.586987086,257296822.81442901,7365216.428353,28942274.78227548,21016936.709266,28942274.78227548
,31/12/2021,1640908800,7369960.168791679,260002473.9301777,20843609.688553996,260002473.9301777,7369960.168791679,260002473.9301777,20843609.688553996,260002473.9301777,7377640.292336,28953504.892001968,20865330.497602,28953504.892001968
,01/01/2022,1640995200,7525123.352706,257069800.34922284,22256347.091035,257069800.34922284,7525123.352706,257069800.34922284,22256347.091035,257069800.34922284,7525123.352706,28981939.160002578,22256347.091035,28981939.160002578
,02/01/2022,1641081600,7774597.183465,264170531.8449046,22014291.073161,264170531.8449046,7774597.183465,264170531.8449046,22014291.073161,264170531.8449046,7774597.183465,28997862.990659125,22014291.073161,28997862.990659125
,03/01/2022,1641168000,7775173.563965,261600929.8315609,22284382.406889997,261600929.8315609,7775173.563965,261600929.8315609,22284382.406889997,261600929.8315609,7775173.563965,29002320.380439125,22284382.406889997,29002320.380439125
,04/01/2022,1641254400,7753575.167472223,269752712.40587544,21708429.786304127,269752712.40587544,7753575.167472223,269752712.40587544,21708429.786304127,269752712.40587544,7757042.565499,29384827.059463557,21718137.793898,29384827.059463557
,05/01/2022,1641340800,7738902.734489584,274063642.9426243,21698836.849941157,274063642.9426243,7738902.734489584,274063642.9426243,21698836.849941157,274063642.9426243,7739630.259734,29374452.619788237,21700876.732354,29374452.619788237
,06/01/2022,1641427200,7743379.95574,271169432.40462834,22080731.526774,271169432.40462834,7743379.95574,271169432.40462834,22080731.526774,271169432.40462834,7743379.95574,29379136.771899063,22080731.526774,29379136.771899063
,07/01/2022,1641513600,7778503.363113,254562474.58341312,22219555.190804,254562474.58341312,7778503.363113,254562474.58341312,22219555.190804,254562474.58341312,7778503.363113,29395204.91725325,22219555.190804,29395204.91725325
,08/01/2022,1641600000,7878613.41740364,257698709.35450384,23664910.478867218,257698709.35450384,7878613.41740364,257698709.35450384,23664910.478867218,257698709.35450384,7800607.343964,29384117.37223533,23430604.434522,29384117.37223533
,09/01/2022,1641686400,7774086.793033,273284989.285562,23107673.512050003,273284989.285562,7774086.793033,273284989.285562,23107673.512050003,273284989.285562,7774086.793033,30297670.65250133,23107673.512050003,30297670.65250133
,10/01/2022,1641772800,7766185.606452111,278076084.9813203,23286057.513758294,278076084.9813203,7766185.606452111,278076084.9813203,23286057.513758294,278076084.9813203,7779698.943517,30291512.525198292,23326575.775881,30291512.525198292
,11/01/2022,1641859200,7910911.087576,281935796.5293716,22523413.942744,281935796.5293716,7910911.087576,281935796.5293716,22523413.942744,281935796.5293716,7910911.087576,30315677.046168987,22523413.942744,30315677.046168987
,12/01/2022,1641945600,7984544.985082116,285311380.71854794,22670028.322302304,285311380.71854794,7984544.985082116,285311380.71854794,22670028.322302304,285311380.71854794,7989786.284885,30287832.348041184,22684909.623015,30287832.348041184
,13/01/2022,1642032000,8004428.742187,287756554.9919181,22676541.311536,287756554.9919181,8004428.742187,287756554.9919181,22676541.311536,287756554.9919181,8004428.742187,30194811.64658112,22676541.311536,30194811.64658112
,14/01/2022,1642118400,7935765.525022,275137305.58899933,23973966.492346,275137305.58899933,7935765.525022,275137305.58899933,23973966.492346,275137305.58899933,7935765.525022,30201680.086608052,23973966.492346,30201680.086608052
,15/01/2022,1642204800,8165046.246282,270603344.15586436,24937294.491598003,270603344.15586436,8165046.246282,270603344.15586436,24937294.491598003,270603344.15586436,8165046.246282,30167596.895860016,24937294.491598003,30167596.895860016
,16/01/2022,1642291200,8419655.973297,262759778.50036642,25766937.402864,262759778.50036642,8419655.973297,262759778.50036642,25766937.402864,262759778.50036642,8419655.973297,30167597.99085722,25766937.402864,30167597.99085722
,17/01/2022,1642377600,8025738.686396,259573424.9544926,25199198.550366,259573424.9544926,8025738.686396,259573424.9544926,25199198.550366,259573424.9544926,8025738.686396,30112926.328827452,25199198.550366,30112926.328827452
,18/01/2022,1642464000,7981774.986672,256667690.04834002,24534428.21916,256667690.04834002,7981774.986672,256667690.04834002,24534428.21916,256667690.04834002,7981774.986672,30089998.833334118,24534428.21916,30089998.833334118
,19/01/2022,1642550400,8715910.560891,267715527.17619982,25228708.408877,267715527.17619982,8715910.560891,267715527.17619982,25228708.408877,267715527.17619982,8715910.560891,30114232.528256446,25228708.408877,30114232.528256446
,20/01/2022,1642636800,8724924.587473,271392799.7631063,24874914.69906,271392799.7631063,8724924.587473,271392799.7631063,24874914.69906,271392799.7631063,8724924.587473,30121287.43208727,24874914.69906,30121287.43208727
,21/01/2022,1642723200,9555748.926536,267596859.34006277,26381506.997944996,267596859.34006277,9555748.926536,267596859.34006277,26381506.997944996,267596859.34006277,9555748.926536,30100884.065248903,26381506.997944996,30100884.065248903
,22/01/2022,1642809600,10264827.604008298,270656314.8604685,30613562.978519287,270656314.8604685,10264827.604008298,270656314.8604685,30613562.978519287,270656314.8604685,10287779.640386,30582634.447510567,30682014.552987,30582634.447510567
,23/01/2022,1642896000,9779532.076327,241550035.86953482,29143446.809027,241550035.86953482,9779532.076327,241550035.86953482,29143446.809027,241550035.86953482,9779532.076327,30498741.902719043,29143446.809027,30498741.902719043
,24/01/2022,1642982400,9682052.1849,245616019.84478188,28936125.984339003,245616019.84478188,9682052.1849,245616019.84478188,28936125.984339003,245616019.84478188,9682052.1849,31448914.19267374,28936125.984339003,31448914.19267374
,25/01/2022,1643068800,9785449.255768985,190823495.3452687,28498608.584255297,190823495.3452687,9785449.255768985,190823495.3452687,28498608.584255297,190823495.3452687,9806326.925794,31437149.150785614,28559411.571491003,31437149.150785614
,26/01/2022,1643155200,9792046.181482365,182950669.95937636,29059916.254130967,182950669.95937636,9792046.181482365,182950669.95937636,29059916.254130967,182950669.95937636,9818615.354632,31434823.017074976,29138765.754262,31434823.017074976
,27/01/2022,1643241600,9815059.622963,182930499.58563468,29523609.799876,182930499.58563468,9815059.622963,182930499.58563468,29523609.799876,182930499.58563468,9815059.622963,31431357.31711936,29523609.799876,31431357.31711936
,28/01/2022,1643328000,10817488.44261,178701729.4597797,30207427.999668,178701729.4597797,10817488.44261,178701729.4597797,30207427.999668,178701729.4597797,10817488.44261,31684703.804925483,30207427.999668,31684703.804925483
,29/01/2022,1643414400,10903255.894055972,191609549.1417255,30327947.278649822,191609549.1417255,10903255.894055972,191609549.1417255,30327947.278649822,191609549.1417255,10903921.033239,31934924.85695425,30329797.396291,31934924.85695425
,30/01/2022,1643500800,10745342.934465,199007204.8207448,30567417.888430998,199007204.8207448,10745342.934465,199007204.8207448,30567417.888430998,199007204.8207448,10745342.934465,31892180.259734742,30567417.888430998,31892180.259734742
,31/01/2022,1643587200,10762490.809223,200768010.44941378,30729706.478396,200768010.44941378,10762490.809223,200768010.44941378,30729706.478396,200768010.44941378,10762490.809223,32071567.164443094,30729706.478396,32071567.164443094
,01/02/2022,1643673600,10773092.113485204,201283041.3914032,30570679.87464969,201283041.3914032,10773092.113485204,201283041.3914032,30570679.87464969,201283041.3914032,10784944.767785,32000483.528045025,30604314.015753,32000483.528045025
