,Date,Timestamp,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX,MCDEX
,,,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes,Dexes
,,,bsc,ethereum,arbitrum,Total,bsc,ethereum,arbitrum,Total,Total,Total,Total,Total,Total,Total,bsc,ethereum,arbitrum,Total,Total,Total,Total,Total,Total,Total
,,,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,USDT,WETH,USDT,WETH,COMP,ethereum,LINK,LEND,SNX,USDT,USDT,WETH,USDT,WETH,COMP,ethereum,LINK,LEND,SNX,USDT
,21/04/2022,1650499200,7282877.890440343,2107690.816275374,5702061.610996014,15092630.31771173,7282877.890440343,2107690.816275374,5702061.610996014,2107690.816275374,,,,,,12984939.501436356,7283642.672921,683.6204818724393,5702660.390337,683.6204818724393,,,,,,12986303.063258
,22/04/2022,1650585600,7269515.4330934975,2043512.5254371893,5714065.625070924,15027093.58360161,7269515.4330934975,2043512.5254371893,5714065.625070924,2043512.5254371893,,,,,,12983581.058164421,7255005.422249,683.6204818724393,5702660.304462,683.6204818724393,,,,,,12957665.726711
,23/04/2022,1650672000,7261491.471513279,2025649.5222458623,5708362.881859637,14995503.875618778,7261491.471513279,2025649.5222458623,5708362.881859637,2025649.5222458623,,,,,,12969854.353372917,7254237.234279,683.6204818724393,5702660.221638,683.6204818724393,,,,,,12956897.455917
,24/04/2022,1650758400,7261576.071287537,2009064.8893556371,5708362.799851712,14979003.760494886,7261576.071287537,2009064.8893556371,5708362.799851712,2009064.8893556371,,,,,,12969938.871139249,7254321.749538,683.6204818724393,5702660.139712,683.6204818724393,,,,,,12956981.88925
,25/04/2022,1650844800,7260876.748608482,1961067.8953233731,5708364.954027736,14930309.597959591,7260876.748608482,1961067.8953233731,5708364.954027736,1961067.8953233731,,,,,,12969241.702636218,7253623.125483,683.6204818724393,5702662.291736,683.6204818724393,,,,,,12956285.417219
,26/04/2022,1650931200,7224022.031391164,2059864.727363578,5660347.445271519,14944234.204026263,7224022.031391164,2059864.727363578,5660347.445271519,2059864.727363578,,,,,,12884369.476662684,7216805.226165,683.6204818724393,5654692.752519,683.6204818724393,,,,,,12871497.978684
,27/04/2022,1651017600,7238314.193252953,1921787.0624349827,5676921.289797203,14837022.545485139,7238314.193252953,1921787.0624349827,5676921.289797203,1921787.0624349827,,,,,,12915235.483050156,7216664.200651,683.6204818724393,5659941.465401,683.6204818724393,,,,,,12876605.666052
,28/04/2022,1651104000,7216194.154687,1972402.322912818,5660394.754583,14848991.232182818,7216194.154687,1972402.322912818,5660394.754583,1972402.322912818,,,,,,12876588.90927,7216194.154687,683.6204818724393,5660394.754583,683.6204818724393,,,,,,12876588.90927
,29/04/2022,1651190400,7234790.146352317,2005161.4164041455,5659942.065159871,14899893.627916334,7234790.146352317,2005161.4164041455,5659942.065159871,2005161.4164041455,,,,,,12894732.21151219,7235947.898016,683.6204818724393,5660847.800808,683.6204818724393,,,,,,12896795.698824
,30/04/2022,1651276800,7242807.392338517,1930544.2408077687,5667935.315448405,14841286.94859469,7242807.392338517,1930544.2408077687,5667935.315448405,1930544.2408077687,,,,,,12910742.707786921,7235571.820518,683.6204818724393,5662273.042406,683.6204818724393,,,,,,12897844.862924
,01/05/2022,1651363200,7242840.813435227,1875608.4988844993,5667959.934855218,14786409.247174945,7242840.813435227,1875608.4988844993,5667959.934855218,1875608.4988844993,,,,,,12910800.748290446,7235605.208227,683.6204818724393,5662297.637218,683.6204818724393,,,,,,12897902.845445
,02/05/2022,1651449600,7250053.395869814,1935808.1185181863,5673622.232492437,14859483.746880436,7250053.395869814,1935808.1185181863,5673622.232492437,1935808.1185181863,,,,,,12923675.62836225,7235582.231407,683.6204818724393,5662297.637218,683.6204818724393,,,,,,12897879.868625
,03/05/2022,1651536000,7234741.979984,1940155.944782895,5629252.103193,14804150.027959894,7234741.979984,1940155.944782895,5629252.103193,1940155.944782895,,,,,,12863994.083177,7234741.979984,683.6204818724393,5629252.103193,683.6204818724393,,,,,,12863994.083177
