,Date,Timestamp,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX
,,,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives
,,,bsc,bsc-staking,pool2,Total,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX
,25/05/2022,1653436800,13514331.059789354,436319.76027952065,3054403.0515151545,13514331.059789354,3054403.0515151545,436319.76027952065,225.52918698830123,9586355.980867125,3659005.18421005,52.506626065326,268691.8588991248,436319.76027952065,1531527.4338012568,1522875.6177138977,225.52918698830123,9586355.980867125,3659005.18421005,52.506626065326,268691.8588991248,1531527.4338012568,1522875.6177138977,436319.76027952065,1643.23582292,9586806.560775481,3655349.834375675,281.414646,55059.80715146,7263642.815420943,25496136.672847174,1521354.2634504475,1643.23582292,9586806.560775481,3655349.834375675,281.414646,55059.80715146,25496136.672847174,1521354.2634504475,7263642.815420943
,26/05/2022,1653523200,13072984.598594366,400679.9500303983,3368517.657588748,13072984.598594366,3368517.657588748,400679.9500303983,242.12586879979324,9580148.337145321,3227434.112824025,61.98614331603247,265098.03661290556,400679.9500303983,1687511.7122465419,1681005.945342206,242.12586879979324,9580148.337145321,3227434.112824025,61.98614331603247,265098.03661290556,1687511.7122465419,1681005.945342206,400679.9500303983,1643.23582292,9580148.337145321,3227434.112824025,281.42132886,55113.93692576,6666333.084275823,28076062.09544201,1681005.945342206,1643.23582292,9580148.337145321,3227434.112824025,281.42132886,55113.93692576,28076062.09544201,1681005.945342206,6666333.084275823
,27/05/2022,1653609600,13877379.357246125,333634.3802808766,3352093.1700243102,13877379.357246125,3352093.1700243102,333634.3802808766,238.13773545756638,10485698.040995525,3123283.711290165,61.992630320401084,268097.4745946557,333634.3802808766,1674692.4569861677,1677400.7130381423,238.13773545756638,10485698.040995525,3123283.711290165,61.992630320401084,268097.4745946557,1674692.4569861677,1677400.7130381423,333634.3802808766,1643.23582292,10475222.81817735,3123283.711290165,281.42394894,60518.61728999,5808397.985391306,29155509.348644983,1677400.7130381423,1643.23582292,10475222.81817735,3123283.711290165,281.42394894,60518.61728999,29155509.348644983,1677400.7130381423,5808397.985391306
,28/05/2022,1653696000,13933416.172252448,310750.43843732314,3308511.607664543,13933416.172252448,3308511.607664543,310750.43843732314,300.2425866519083,10502163.79746335,3165680.7288161293,56.204481377228284,265215.1989049416,310750.43843732314,1601091.9868511106,1707419.6208134326,300.2425866519083,10502163.79746335,3165680.7288161293,56.204481377228284,265215.1989049416,1601091.9868511106,1707419.6208134326,310750.43843732314,1652.34463533,10481201.394674001,3153068.454996145,281.42625356,61109.49283524,5761145.709733646,29683382.83711434,1700617.1522046141,1652.34463533,10481201.394674001,3153068.454996145,281.42625356,61109.49283524,29683382.83711434,1700617.1522046141,5761145.709733646
,29/05/2022,1653782400,13872710.028642407,305974.82619663916,3290084.1362304874,13872710.028642407,3290084.1362304874,305974.82619663916,267.08853501672905,10445793.253301518,3161689.7672086954,56.53654888167421,264903.3830482965,305974.82619663916,1581360.0708237651,1708724.065406722,267.08853501672905,10445793.253301518,3161689.7672086954,56.53654888167421,264903.3830482965,1581360.0708237651,1708724.065406722,305974.82619663916,1608.45353602,10424943.366568381,3155379.009190315,281.42897831,60897.32943639,5727720.445463106,29602397.432118405,1705313.4385296628,1608.45353602,10424943.366568381,3155379.009190315,281.42897831,60897.32943639,29602397.432118405,1705313.4385296628,5727720.445463106
,30/05/2022,1653868800,13979170.288099872,328610.53444090433,3414168.819922925,13979170.288099872,3414168.819922925,328610.53444090433,312.02068454544775,10516924.278878307,3186010.2839298667,59.35014748363334,275864.3544596703,328610.53444090433,1693355.6893849913,1720813.130537934,312.02068454544775,10516924.278878307,3186010.2839298667,59.35014748363334,275864.3544596703,1693355.6893849913,1720813.130537934,328610.53444090433,1608.45353602,10506417.86101729,3179650.981965935,281.43103882,61714.62068449,5710794.453458418,29428168.805133488,1717378.3737903533,1608.45353602,10506417.86101729,3179650.981965935,281.43103882,61714.62068449,29428168.805133488,1717378.3737903533,5710794.453458418
,31/05/2022,1653955200,13563943.058347262,327362.23837042396,3423874.3150958186,13563943.058347262,3423874.3150958186,327362.23837042396,475.72082177724394,10571554.71295317,2706103.6547104926,59.68894635350542,285749.2809154695,327362.23837042396,1704933.629663108,1718940.685432711,475.72082177724394,10571554.71295317,2706103.6547104926,59.68894635350542,285749.2809154695,1704933.629663108,1718940.685432711,327362.23837042396,2454.35786437,10571554.71295317,2711344.683984635,281.43348478,59655.38223705,5689397.423841638,29630922.151290566,1722269.8330199383,2454.35786437,10571554.71295317,2711344.683984635,281.43348478,59655.38223705,29630922.151290566,1722269.8330199383,5689397.423841638
,01/06/2022,1654041600,13471626.193028817,192764.97842321653,3365362.6972002815,13471626.193028817,3365362.6972002815,192764.97842321653,305.23461907697936,10707093.54093031,2486329.3605218455,55.704074637817335,277842.3528829462,192764.97842321653,1686996.531685342,1678366.1655149392,305.23461907697936,10707093.54093031,2486329.3605218455,55.704074637817335,277842.3528829462,1686996.531685342,1678366.1655149392,192764.97842321653,1608.45353602,10707093.54093031,2487729.952485095,281.43462877,59622.82250707,3438854.311358782,30095380.103208315,1679311.6179558483,1608.45353602,10707093.54093031,2487729.952485095,281.43462877,59622.82250707,30095380.103208315,1679311.6179558483,3438854.311358782
,02/06/2022,1654128000,13318718.706697615,160831.67677335997,3260920.249023186,13318718.706697615,3260920.249023186,160831.67677335997,272.6103560058857,10257684.113548191,2797353.2980223657,61.70266799864999,263346.9821030534,160831.67677335997,1611202.725963614,1649717.5230595723,272.6103560058857,10257684.113548191,2797353.2980223657,61.70266799864999,263346.9821030534,1611202.725963614,1649717.5230595723,160831.67677335997,1608.45353602,10257684.113548191,2791769.758505355,281.43891625,60819.16445798,3089886.395522852,30954308.77338791,1646424.673712148,1608.45353602,10257684.113548191,2791769.758505355,281.43891625,60819.16445798,30954308.77338791,1646424.673712148,3089886.395522852
,03/06/2022,1654214400,13427476.355858345,150897.10086271315,3287218.223209356,13427476.355858345,3287218.223209356,150897.10086271315,282.928585439454,10358424.830537124,2791455.219759813,60.54416330448561,277252.83281266346,150897.10086271315,1629014.3620607145,1658203.8611486414,282.928585439454,10358424.830537124,2791455.219759813,60.54416330448561,277252.83281266346,1629014.3620607145,1658203.8611486414,150897.10086271315,1608.45353602,10348076.753783341,2785883.452854105,281.44236641,63736.28340521,2856330.819487652,30835608.511626463,1654894.0730026362,1608.45353602,10348076.753783341,2785883.452854105,281.44236641,63736.28340521,30835608.511626463,1654894.0730026362,2856330.819487652
,04/06/2022,1654300800,13027226.663244484,149200.9306542592,3312885.0082183024,13027226.663244484,3312885.0082183024,149200.9306542592,264.46032193887237,10416512.085319338,2342368.411445855,58.84191068823266,268022.86424666195,149200.9306542592,1643008.365557187,1669876.6426611152,264.46032193887237,10416512.085319338,2342368.411445855,58.84191068823266,268022.86424666195,1643008.365557187,1669876.6426611152,149200.9306542592,1608.45353602,10406105.97934,2342368.411445855,281.44463215,63362.37925453,2797167.803791886,30802556.53463043,1669876.6426611152,1608.45353602,10406105.97934,2342368.411445855,281.44463215,63362.37925453,30802556.53463043,1669876.6426611152,2797167.803791886
,05/06/2022,1654387200,13015250.19702988,74380.6080883865,3290540.4372766847,13015250.19702988,3290540.4372766847,74380.6080883865,271.0919758678828,10384301.51855616,2358739.836749281,63.748015658190155,271874.00173291046,74380.6080883865,1635651.1409720876,1654889.296304597,271.0919758678828,10384301.51855616,2358739.836749281,63.748015658190155,271874.00173291046,1635651.1409720876,1654889.296304597,74380.6080883865,1608.45353602,10384301.51855616,2351684.782402075,281.44695016,63670.72640115,1420833.010284365,31244529.913506925,1649939.4778709842,1608.45353602,10384301.51855616,2351684.782402075,281.44695016,63670.72640115,31244529.913506925,1649939.4778709842,1420833.010284365
,06/06/2022,1654473600,13029070.240908928,71478.9900217601,3268417.0757518336,13029070.240908928,3268417.0757518336,71478.9900217601,260.886338181836,10387474.86188194,2360365.9213357884,63.7485109467943,280904.8228420716,71478.9900217601,1639217.7857516727,1629199.290000161,260.886338181836,10387474.86188194,2360365.9213357884,63.7485109467943,280904.8228420716,1639217.7857516727,1629199.290000161,71478.9900217601,1608.45353602,10366741.379123691,2355654.612111565,281.46280607,64133.52119682,1384339.582867105,31746868.066616427,1625947.3952097415,1608.45353602,10366741.379123691,2355654.612111565,281.46280607,64133.52119682,31746868.066616427,1625947.3952097415,1384339.582867105
,07/06/2022,1654560000,13140553.692105787,899269.5437284742,3392258.4507029234,13140553.692105787,3392258.4507029234,899269.5437284742,250.66461596042885,10476337.59706649,2373295.676047334,64.80440366541407,290604.949972337,899269.5437284742,1701837.5306855536,1690420.9200173698,250.66461596042885,10476337.59706649,2373295.676047334,64.80440366541407,290604.949972337,1701837.5306855536,1690420.9200173698,899269.5437284742,1608.45353602,10465871.72534115,2368558.558929475,281.46579713,63869.21977414,16283150.338212725,30815317.339083303,1687046.8263646406,1608.45353602,10465871.72534115,2368558.558929475,281.46579713,63869.21977414,30815317.339083303,1687046.8263646406,16283150.338212725
,08/06/2022,1654646400,13024071.501177374,841747.822617389,3290996.122237586,13024071.501177374,3290996.122237586,841747.822617389,256.00612430124926,10476654.950928153,2273819.2793132258,59.718324296342395,273281.54648739763,841747.822617389,1618082.914604066,1672913.20763352,256.00612430124926,10476654.950928153,2273819.2793132258,59.718324296342395,273281.54648739763,1618082.914604066,1672913.20763352,841747.822617389,1846.91280256,10476979.73730001,2275974.627285265,281.47777289,60864.48696824,15874247.022543453,30514896.741297968,1674498.9581468853,1846.91280256,10476979.73730001,2275974.627285265,281.47777289,60864.48696824,30514896.741297968,1674498.9581468853,15874247.022543453
,09/06/2022,1654732800,12359007.028744709,625076.7902473441,3107496.486905164,12359007.028744709,3107496.486905164,625076.7902473441,232.74610446580863,9821944.85803618,2266600.3879907643,50.71309702639935,270178.3235162736,625076.7902473441,1550442.280092654,1557054.2068125098,232.74610446580863,9821944.85803618,2266600.3879907643,50.71309702639935,270178.3235162736,1550442.280092654,1557054.2068125098,625076.7902473441,1846.91280256,9821944.85803618,2262076.235519725,281.47984096,60988.33487952,13387937.777240174,33207479.620014627,1553946.3141841416,1846.91280256,9821944.85803618,2262076.235519725,281.47984096,60988.33487952,33207479.620014627,1553946.3141841416,13387937.777240174
,10/06/2022,1654819200,12353762.439793592,544130.821893298,2933640.9610803863,12353762.439793592,2933640.9610803863,544130.821893298,223.71654777409282,9820675.921689095,2266077.0873759566,47.48508609805499,266738.2290946698,544130.821893298,1469706.5676866956,1463934.393393691,223.71654777409282,9820675.921689095,2266077.0873759566,47.48508609805499,266738.2290946698,1469706.5676866956,1463934.393393691,544130.821893298,1846.91280256,9822552.029126659,2263813.274101855,266.39599494,60899.13906271,13371633.736121614,36117009.24108409,1462471.9214722188,1846.91280256,9822552.029126659,2263813.274101855,266.39599494,60899.13906271,36117009.24108409,1462471.9214722188,13371633.736121614
,11/06/2022,1654905600,12454734.69966736,559972.7722734389,2978998.711300166,12454734.69966736,2978998.711300166,559972.7722734389,200.78158459190274,9937778.587148959,2259201.523151693,46.19351560086512,257507.61426651658,559972.7722734389,1483292.5316021678,1495706.179697998,200.78158459190274,9937778.587148959,2259201.523151693,46.19351560086512,257507.61426651658,1483292.5316021678,1495706.179697998,559972.7722734389,1846.91280256,9937778.587148959,2254692.138873945,266.40012688,61020.76167453,13359451.669796484,35387390.011228874,1492720.738221555,1846.91280256,9937778.587148959,2254692.138873945,266.40012688,61020.76167453,35387390.011228874,1492720.738221555,13359451.669796484
,12/06/2022,1654992000,12450518.733226283,501596.663681998,2929329.542339435,12450518.733226283,2929329.542339435,501596.663681998,209.6491780759849,9940491.145001484,2266079.956568557,43.633317377233354,243694.3491607884,501596.663681998,1458464.89850617,1470864.6438332647,209.6491780759849,9940491.145001484,2266079.956568557,43.633317377233354,243694.3491607884,1458464.89850617,1470864.6438332647,501596.663681998,2265.74276533,9930560.584417067,2259302.050417305,266.40281205,61076.27798516,12324923.704185072,35836499.52408106,1466465.2480889978,2265.74276533,9930560.584417067,2259302.050417305,266.40281205,61076.27798516,35836499.52408106,1466465.2480889978,12324923.704185072
,13/06/2022,1655078400,12718055.55386719,476949.56375472475,2912084.260444657,12718055.55386719,2912084.260444657,476949.56375472475,219.24673047155738,10177675.652721943,2302557.8530050074,37.07652857928838,237565.7248811898,476949.56375472475,1492157.9177111187,1419926.3427335382,219.24673047155738,10177675.652721943,2302557.8530050074,37.07652857928838,237565.7248811898,1492157.9177111187,1419926.3427335382,476949.56375472475,2287.82380073,10167508.144577367,2305079.610098455,266.40413137,62189.98033539,11806634.984771661,36937582.5304497,1421481.4434326536,2287.82380073,10167508.144577367,2305079.610098455,266.40413137,62189.98033539,36937582.5304497,1421481.4434326536,11806634.984771661
,14/06/2022,1655164800,12742371.50649049,415579.02464943414,2824497.638655868,12742371.50649049,2824497.638655868,415579.02464943414,183.2817001708838,10240428.477251008,2302681.6924031302,32.83230573980631,199045.2228304392,415579.02464943414,1412083.9208958452,1412413.7177600227,183.2817001708838,10240428.477251008,2302681.6924031302,32.83230573980631,199045.2228304392,1412083.9208958452,1412413.7177600227,415579.02464943414,2087.82380073,10209799.080010977,2275377.166406255,266.41165329,61623.90799704,11562512.77127951,39287926.96707843,1395665.7290118802,2087.82380073,10209799.080010977,2275377.166406255,266.41165329,61623.90799704,39287926.96707843,1395665.7290118802,11562512.77127951
,15/06/2022,1655251200,12615715.177740302,456425.2276705225,3266970.7341497717,12615715.177740302,3266970.7341497717,456425.2276705225,187.34878093470581,10101795.23721882,2318427.3368083797,32.946384865303095,195272.30854730148,456425.2276705225,1631328.5865426396,1635642.1476071323,187.34878093470581,10101795.23721882,2318427.3368083797,32.946384865303095,195272.30854730148,1631328.5865426396,1635642.1476071323,456425.2276705225,2087.82380073,10081631.973272275,2324878.875688415,266.41640614,62788.52364865,11480460.593321944,41032796.64918466,1640193.6850832382,2087.82380073,10081631.973272275,2324878.875688415,266.41640614,62788.52364865,41032796.64918466,1640193.6850832382,11480460.593321944
,16/06/2022,1655337600,12901723.216457631,457768.2428880705,3231175.059569751,12901723.216457631,3231175.059569751,457768.2428880705,206.85402149876037,10239238.309478842,2456360.80763628,32.3173929155623,205884.927928095,457768.2428880705,1604678.3072718557,1626496.7522978953,206.85402149876037,10239238.309478842,2456360.80763628,32.3173929155623,205884.927928095,1604678.3072718557,1626496.7522978953,457768.2428880705,2119.68829351,10229009.300178664,2451457.891852575,266.4187441,63349.20859326,11460144.267842265,40172828.04239635,1623250.2517943066,2119.68829351,10229009.300178664,2451457.891852575,266.4187441,63349.20859326,40172828.04239635,1623250.2517943066,11460144.267842265
,17/06/2022,1655424000,12477566.537383309,471113.95455888734,3357883.221834649,12477566.537383309,3357883.221834649,471113.95455888734,195.81256517786682,9863783.887562009,2428768.442460485,31.630905692160077,184786.7638899456,471113.95455888734,1677992.7742036458,1679890.447631003,195.81256517786682,9863783.887562009,2428768.442460485,31.630905692160077,184786.7638899456,1677992.7742036458,1679890.447631003,471113.95455888734,2119.68829351,9853929.957604405,2426342.100360125,266.42385442,64162.07079512,11426509.409282904,40698434.07864935,1678212.2353956078,2119.68829351,9853929.957604405,2426342.100360125,266.42385442,64162.07079512,40698434.07864935,1678212.2353956078,11426509.409282904
,18/06/2022,1655510400,12597818.617818013,477348.4486114956,3384015.1771078054,12597818.617818013,3384015.1771078054,477348.4486114956,197.93649284796382,9942090.263419963,2465779.678941704,32.83782403832814,189717.9011394585,477348.4486114956,1698699.7139241183,1685315.4631836868,197.93649284796382,9942090.263419963,2465779.678941704,32.83782403832814,189717.9011394585,1698699.7139241183,1685315.4631836868,477348.4486114956,2119.68829351,9942557.563625455,2463316.362579125,266.42616438,64311.15292863,11402470.131844744,40577009.95433069,1683631.8313523347,2119.68829351,9942557.563625455,2463316.362579125,266.42616438,64311.15292863,40577009.95433069,1683631.8313523347,11402470.131844744
,19/06/2022,1655596800,12888344.632099481,455442.0247973427,3314845.3444288867,12888344.632099481,3314845.3444288867,455442.0247973427,202.27041399383148,10150367.652826725,2559826.365815293,29.9834244178265,177918.359619054,455442.0247973427,1653300.0398138645,1661545.3046150221,202.27041399383148,10150367.652826725,2559826.365815293,29.9834244178265,177918.359619054,1653300.0398138645,1661545.3046150221,455442.0247973427,2311.68829351,10150367.652826725,2557269.096718575,266.42933425,66387.44761905,11390111.194574434,41347241.28686538,1659885.4191958264,2311.68829351,10150367.652826725,2557269.096718575,266.42933425,66387.44761905,41347241.28686538,1659885.4191958264,11390111.194574434
,20/06/2022,1655683200,13258312.848375537,452955.0570368391,3311648.1711914726,13258312.848375537,3311648.1711914726,452955.0570368391,204.1154105519025,10449665.293381514,2606188.1482404214,30.803437629230796,202224.48790542,452955.0570368391,1648876.6858388737,1662771.4853525986,204.1154105519025,10449665.293381514,2606188.1482404214,30.803437629230796,202224.48790542,1648876.6858388737,1662771.4853525986,452955.0570368391,2263.7987085,10451473.398279415,2603584.563676745,266.43115192,67408.16263514,11369496.530750614,41387986.441568635,1661110.3749776212,2263.7987085,10451473.398279415,2603584.563676745,266.43115192,67408.16263514,41387986.441568635,1661110.3749776212,11369496.530750614
,21/06/2022,1655769600,13292462.522385523,354152.22538469563,3313202.88339273,13292462.522385523,3313202.88339273,354152.22538469563,197.39645598507448,10452776.752958266,2638255.693693581,33.06597367778519,201199.6133040117,354152.22538469563,1643723.8279471872,1669479.0554455423,197.39645598507448,10452776.752958266,2638255.693693581,33.06597367778519,201199.6133040117,1643723.8279471872,1669479.0554455423,354152.22538469563,2263.7987085,10462014.711948916,2617317.156442045,266.44190809,66843.72535017,9018216.744078688,41856175.63671259,1656229.221672165,2263.7987085,10462014.711948916,2617317.156442045,266.44190809,66843.72535017,41856175.63671259,1656229.221672165,9018216.744078688
,22/06/2022,1655856000,13377327.969458723,352987.2147675015,3316029.6725181397,13377327.969458723,3316029.6725181397,352987.2147675015,213.892757173914,10523249.95135357,2653466.3423062484,32.83151092530652,200364.9515308048,352987.2147675015,1650909.4547704195,1665120.2177477202,213.892757173914,10523249.95135357,2653466.3423062484,32.83151092530652,200364.9515308048,1650909.4547704195,1665120.2177477202,352987.2147675015,2263.7987085,10528314.070421442,2648170.002301645,266.44412012,65909.52352987,8922592.437298229,41730667.85294478,1661796.6244987228,2263.7987085,10528314.070421442,2648170.002301645,266.44412012,65909.52352987,41730667.85294478,1661796.6244987228,8922592.437298229
,23/06/2022,1655942400,13187164.01716788,347439.72399834753,3370046.5844465615,13187164.01716788,3370046.5844465615,347439.72399834753,218.35470442836748,10418898.051695492,2568034.148463943,32.54459779460736,199980.91770622018,347439.72399834753,1690257.0610922573,1679789.523354304,218.35470442836748,10418898.051695492,2568034.148463943,32.54459779460736,199980.91770622018,1690257.0610922573,1679789.523354304,347439.72399834753,2263.7987085,10425121.849439608,2557802.936717075,266.44450644,66000.30287334,8521962.36829377,41458434.578538716,1673097.1348150438,2263.7987085,10425121.849439608,2557802.936717075,266.44450644,66000.30287334,41458434.578538716,1673097.1348150438,8521962.36829377
,24/06/2022,1656028800,13286138.372202333,342245.81980960694,3356536.3771556458,13286138.372202333,3356536.3771556458,342245.81980960694,248.27306815990352,10477175.67954699,2593904.9182429328,31.248331972610885,214778.2530122775,342245.81980960694,1669670.3284487443,1686866.0487069013,248.27306815990352,10477175.67954699,2593904.9182429328,31.248331972610885,214778.2530122775,1669670.3284487443,1686866.0487069013,342245.81980960694,2263.7987085,10477175.67954699,2591313.604638295,266.45120888,66085.61631147,8484603.32004555,41392734.672460414,1685180.8678390624,2263.7987085,10477175.67954699,2591313.604638295,266.45120888,66085.61631147,41392734.672460414,1685180.8678390624,8484603.32004555
,25/06/2022,1656115200,13031926.488617254,276445.6072182032,3429315.181843019,13031926.488617254,3429315.181843019,276445.6072182032,260.00860066476747,10240233.54949861,2566287.1471378203,33.0603568963506,225112.7230232619,276445.6072182032,1712707.8596838755,1716607.3221591434,260.00860066476747,10240233.54949861,2566287.1471378203,33.0603568963506,225112.7230232619,1712707.8596838755,1716607.3221591434,276445.6072182032,2263.7987085,10230003.54595266,2561164.817502815,266.4567669,66404.93304521,6572701.900543257,40720915.47301798,1713180.960238666,2263.7987085,10230003.54595266,2561164.817502815,266.4567669,66404.93304521,40720915.47301798,1713180.960238666,6572701.900543257
,26/06/2022,1656201600,13049358.399262315,283458.5723352447,3514608.6628643004,13049358.399262315,3514608.6628643004,283458.5723352447,253.667700482259,10252866.048932094,2572360.187469844,31.826720271859234,223846.66843962308,283458.5723352447,1745894.3285019028,1768714.334362398,253.667700482259,10252866.048932094,2572360.187469844,31.826720271859234,223846.66843962308,1745894.3285019028,1768714.334362398,283458.5723352447,2263.7987085,10242623.425506588,2564666.188903135,266.45725421,66423.34375063,6423527.377182668,39564158.96830331,1763424.0621758704,2263.7987085,10242623.425506588,2564666.188903135,266.45725421,66423.34375063,39564158.96830331,1763424.0621758704,6423527.377182668
,27/06/2022,1656288000,13115714.867216231,284888.9586194033,3524407.0260210987,13115714.867216231,3524407.0260210987,284888.9586194033,253.34171346823499,10327749.288481958,2566951.5870784777,32.97254459298004,220727.67739773277,284888.9586194033,1762198.4580170615,1762208.568004037,253.34171346823499,10327749.288481958,2566951.5870784777,32.97254459298004,220727.67739773277,1762198.4580170615,1762208.568004037,284888.9586194033,2263.7987085,10327749.288481958,2567300.739979115,266.46203062,66484.24018004,6397726.251577672,39573535.56269973,1762448.2609675287,2263.7987085,10327749.288481958,2567300.739979115,266.46203062,66484.24018004,39573535.56269973,1762448.2609675287,6397726.251577672
,28/06/2022,1656374400,13070597.068186391,254725.13035684294,3534955.6937531577,13070597.068186391,3534955.6937531577,254725.13035684294,246.14283357520497,10279313.108747702,2569981.354762484,30.777172898147352,221025.68466973203,254725.13035684294,1769185.914637958,1765769.7791151998,246.14283357520497,10279313.108747702,2569981.354762484,30.777172898147352,221025.68466973203,1769185.914637958,1765769.7791151998,254725.13035684294,2263.7987085,10248567.406528119,2564851.651459565,266.46672235,66374.0794804,5698555.151780772,39579147.507725574,1762245.2885381235,2263.7987085,10248567.406528119,2564851.651459565,266.46672235,66374.0794804,39579147.507725574,1762245.2885381235,5698555.151780772
,29/06/2022,1656460800,12570351.463994268,204106.58647396218,3534632.736577357,12570351.463994268,3534632.736577357,204106.58647396218,235.8896775363312,9775444.093873627,2582811.1280635814,32.014889118546485,211828.33749040382,204106.58647396218,1766317.3947589507,1768315.3418184062,235.8896775363312,9775444.093873627,2582811.1280635814,32.014889118546485,211828.33749040382,1766317.3947589507,1768315.3418184062,204106.58647396218,2192.8538796,9783760.29012023,2575085.870452225,266.47319543,66612.68474541,4571911.460410052,39564851.28347514,1763026.2630293185,2192.8538796,9783760.29012023,2575085.870452225,266.47319543,66612.68474541,39564851.28347514,1763026.2630293185,4571911.460410052
,30/06/2022,1656547200,12644023.060109641,199284.8027578375,3492901.9798715934,12644023.060109641,3492901.9798715934,199284.8027578375,225.08329361766238,9853368.660190035,2587504.7245908407,31.98749407436,202892.6045410752,199284.8027578375,1738922.6987858955,1753979.2810856977,225.08329361766238,9853368.660190035,2587504.7245908407,31.98749407436,202892.6045410752,1738922.6987858955,1753979.2810856977,199284.8027578375,2192.8538796,9843525.135054981,2584919.804786055,266.49138625,66740.98833588,4563692.241196532,39821942.861007355,1752227.0540316661,2192.8538796,9843525.135054981,2584919.804786055,266.49138625,66740.98833588,39821942.861007355,1752227.0540316661,4563692.241196532
,01/07/2022,1656633600,12603338.833645172,191268.3747174552,3492039.462777145,12603338.833645172,3492039.462777145,191268.3747174552,218.41701782367838,9735791.956493681,2658404.293345827,33.410105747029874,208890.756682094,191268.3747174552,1719933.7995878914,1772105.663189254,218.41701782367838,9735791.956493681,2658404.293345827,33.410105747029874,208890.756682094,1719933.7995878914,1772105.663189254,191268.3747174552,2192.8538796,9830905.971770562,2603726.046372015,266.49415523,67384.11505874,4471644.425557142,40210162.28435925,1735656.868941483,2192.8538796,9830905.971770562,2603726.046372015,266.49415523,67384.11505874,40210162.28435925,1735656.868941483,4471644.425557142
,02/07/2022,1656720000,12676420.932283757,164167.50487213145,3426735.5115666427,12676420.932283757,3426735.5115666427,164167.50487213145,227.6226184102392,9890091.988368329,2583013.0527990507,31.475440777227043,203056.79305719,164167.50487213145,1715753.4891865898,1710982.022380053,227.6226184102392,9890091.988368329,2583013.0527990507,31.475440777227043,203056.79305719,1715753.4891865898,1710982.022380053,164167.50487213145,2192.8538796,9840887.550615253,2577857.338122805,266.49485456,67685.59768573,3880764.261727132,40558786.75840959,1707566.8886028475,2192.8538796,9840887.550615253,2577857.338122805,266.49485456,67685.59768573,40558786.75840959,1707566.8886028475,3880764.261727132
,03/07/2022,1656806400,12704446.118974773,164125.44114605963,3415917.855438151,12704446.118974773,3415917.855438151,164125.44114605963,224.76971551287957,9883909.077265445,2612019.0297095086,32.9236663306752,208260.318617978,164125.44114605963,1712731.076908968,1703186.778529183,224.76971551287957,9883909.077265445,2612019.0297095086,32.9236663306752,208260.318617978,1712731.076908968,1703186.778529183,164125.44114605963,2192.8538796,9874035.042223223,2606805.418871765,266.50207488,68506.68375591381,3879201.371101892,40481406.7549795,1699787.2041209412,2192.8538796,9874035.042223223,2606805.418871765,266.50207488,68506.68375591381,40481406.7549795,1699787.2041209412,3879201.371101892
,04/07/2022,1656892800,12631596.487131074,160566.13595305884,3382163.4888991644,12631596.487131074,3382163.4888991644,160566.13595305884,216.73290604414558,9809898.657773681,2609636.795382883,32.89290305728896,211811.40816540876,160566.13595305884,1682900.1525125443,1699263.33638662,216.73290604414558,9809898.657773681,2609636.795382883,32.89290305728896,211811.40816540876,1682900.1525125443,1699263.33638662,160566.13595305884,2192.8538796,9800098.559214467,2604427.939503875,266.50329804,68547.38128330381,3871293.008577442,40575178.29575452,1695871.5932002196,2192.8538796,9800098.559214467,2604427.939503875,266.50329804,68547.38128330381,40575178.29575452,1695871.5932002196,3871293.008577442
