,Date,Timestamp,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX,ApolloX
,,,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives,Derivatives
,,,bsc,bsc-staking,pool2,Total,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking,bsc,bsc,bsc,bsc,bsc,bsc-staking,pool2,pool2,Total,Total,Total,Total,Total,bsc-pool2,bsc-pool2,staking
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX,BABY,USDT,BUSD,LEOS,CAKE,APX,APX,BUSD,BABY,USDT,BUSD,LEOS,CAKE,APX,BUSD,APX
,14/08/2022,1660435200,13718490.589863164,6579589.146799418,4944433.100602841,13718490.589863164,4944433.100602841,6579589.146799418,92.45224377161136,10192705.173368922,3147523.335658988,33.08169457388466,378136.5468969092,6579589.146799418,2462864.5819631577,2481568.5186396833,92.45224377161136,10192705.173368922,3147523.335658988,33.08169457388466,378136.5468969092,2462864.5819631577,2481568.5186396833,6579589.146799418,1628.13897879,10182522.650718205,3144378.956702286,267.82676814,85165.88894074531,135212670.0703359,50612658.1339642,2479089.429210473,1628.13897879,10182522.650718205,3144378.956702286,267.82676814,85165.88894074531,50612658.1339642,2479089.429210473,135212670.0703359
,15/08/2022,1660521600,13620976.55881742,6924000.163237261,4942470.881755303,13620976.55881742,4942470.881755303,6924000.163237261,89.13409653283735,10249574.930805873,3003636.131525525,27.690391157129618,367648.6719983327,6924000.163237261,2458157.711139182,2484313.1706161206,89.13409653283735,10249574.930805873,3003636.131525525,27.690391157129618,367648.6719983327,2458157.711139182,2484313.1706161206,6924000.163237261,1628.13897879,10239335.595210664,2994652.1750005237,267.83242726,85698.9911418025,142691514.7853313,50658324.5399143,2476882.5230469797,1628.13897879,10239335.595210664,2994652.1750005237,267.83242726,85698.9911418025,50658324.5399143,2476882.5230469797,142691514.7853313
,16/08/2022,1660608000,13808553.37788973,6857715.803664352,4992303.690153296,13808553.37788973,4992303.690153296,6857715.803664352,88.74497131690653,10317778.909519104,3126293.406975398,30.0371588744565,364362.27926503716,6857715.803664352,2483010.201376179,2509293.4887771173,88.74497131690653,10317778.909519104,3126293.406975398,30.0371588744565,364362.27926503716,2483010.201376179,2509293.4887771173,6857715.803664352,1628.13897879,10317778.909519104,3116942.579237685,267.83977025,85934.4998266597,142683531.20097473,51662196.813564084,2501788.124403906,1628.13897879,10317778.909519104,3116942.579237685,267.83977025,85934.4998266597,51662196.813564084,2501788.124403906,142683531.20097473
,17/08/2022,1660694400,13860441.383386213,6842256.597737318,5002573.724748757,13860441.383386213,5002573.724748757,6842256.597737318,86.4867425533248,10377623.970735354,3139727.4550684886,28.25501099551769,342975.2158288199,6842256.597737318,2489695.423799663,2512878.300949094,86.4867425533248,10377623.970735354,3139727.4550684886,28.25501099551769,342975.2158288199,2489695.423799663,2512878.300949094,6842256.597737318,1628.13897879,10367256.714021334,3130336.4457312953,267.84285859,82248.25319635968,141781040.38219598,51589940.011580415,2505362.2143061757,1628.13897879,10367256.714021334,3130336.4457312953,267.84285859,82248.25319635968,51589940.011580415,2505362.2143061757,141781040.38219598
,18/08/2022,1660780800,13891067.11884938,6740695.136886859,4973405.088764505,13891067.11884938,4973405.088764505,6740695.136886859,84.7771966255953,10464481.517652646,3084691.8493395955,34.49081222439552,341774.4838482882,6740695.136886859,2466897.4477208313,2506507.641043674,84.7771966255953,10464481.517652646,3084691.8493395955,34.49081222439552,341774.4838482882,2466897.4477208313,2506507.641043674,6740695.136886859,1628.13897879,10454027.490162484,3072402.240378083,267.84403616,85872.9858915297,141468703.7364634,51773411.65751547,2496521.5548243765,1628.13897879,10454027.490162484,3072402.240378083,267.84403616,85872.9858915297,51773411.65751547,2496521.5548243765,141468703.7364634
,19/08/2022,1660867200,13739398.302425612,6746995.559245193,4913775.976486901,13739398.302425612,4913775.976486901,6746995.559245193,90.34217565509952,10326775.697396325,3079931.457719853,27.279250923314667,332573.52588285593,6746995.559245193,2450308.247275408,2463467.7292114934,90.34217565509952,10326775.697396325,3079931.457719853,27.279250923314667,332573.52588285593,2450308.247275408,2463467.7292114934,6746995.559245193,1628.13897879,10316459.238158168,3079931.457719853,267.84540461,86833.81876836969,141834276.81278586,51509993.621456064,2463467.7292114934,1628.13897879,10316459.238158168,3079931.457719853,267.84540461,86833.81876836969,51509993.621456064,2463467.7292114934,141834276.81278586
,20/08/2022,1660953600,13987228.663500657,6842531.130582205,4962606.382029298,13987228.663500657,4962606.382029298,6842531.130582205,78.37947550469993,10523689.672454963,3137460.675744278,30.7810124987184,325969.15481341386,6842531.130582205,2480561.811595521,2482044.570433777,78.37947550469993,10523689.672454963,3137460.675744278,30.7810124987184,325969.15481341386,2480561.811595521,2482044.570433777,6842531.130582205,1515.92672723,10502684.303847268,3128076.446405063,267.85896096,89306.6177570997,141621833.8703701,51340900.91557599,2474620.7083088504,1515.92672723,10502684.303847268,3128076.446405063,267.85896096,89306.6177570997,51340900.91557599,2474620.7083088504,141621833.8703701
,21/08/2022,1661040000,14143350.524076544,6738972.310929071,4936606.380017644,14143350.524076544,4936606.380017644,6738972.310929071,79.3481526833999,10532346.186322337,3261287.047332458,31.1063320528884,349606.83593701245,6738972.310929071,2477139.603853468,2459466.7761641755,79.3481526833999,10532346.186322337,3261287.047332458,31.1063320528884,349606.83593701245,2477139.603853468,2459466.7761641755,6738972.310929071,1515.92672723,10521824.361960378,3261287.047332458,267.8647692,92980.5414726097,140534971.6620163,51658432.171597846,2459466.7761641755,1515.92672723,10521824.361960378,3261287.047332458,267.8647692,92980.5414726097,51658432.171597846,2459466.7761641755,140534971.6620163
,22/08/2022,1661126400,14355387.450952066,6671877.139181512,4914026.976388476,14355387.450952066,4914026.976388476,6671877.139181512,80.78221936735947,10730197.098746032,3254352.164734981,31.16599398702012,370726.2392576996,6671877.139181512,2462217.1423813025,2451809.8340071733,80.78221936735947,10730197.098746032,3254352.164734981,31.16599398702012,370726.2392576996,2462217.1423813025,2451809.8340071733,6671877.139181512,1515.92672723,10698102.790374909,3247856.4518313184,267.86875569,94092.95412631969,140616641.02097133,51893746.96255091,2446916.002003167,1515.92672723,10698102.790374909,3247856.4518313184,267.86875569,94092.95412631969,51893746.96255091,2446916.002003167,140616641.02097133
,23/08/2022,1661212800,14480326.859273162,6818892.73079188,4963049.529536562,14480326.859273162,4963049.529536562,6818892.73079188,79.0752858724985,10870841.527133916,3240901.2440445796,29.452334821611103,368475.56047397293,6818892.73079188,2475707.79520732,2487341.7343292423,79.0752858724985,10870841.527133916,3240901.2440445796,29.452334821611103,368475.56047397293,2475707.79520732,2487341.7343292423,6818892.73079188,1515.92672723,10859981.545588328,3247122.731197554,267.8726939,94239.2737785097,140344899.68838948,50954454.9083683,2492116.629791924,1515.92672723,10859981.545588328,3247122.731197554,267.8726939,94239.2737785097,50954454.9083683,2492116.629791924,140344899.68838948
,24/08/2022,1661299200,13948797.49138732,6768348.371916099,4958140.419378723,13948797.49138732,4958140.419378723,6768348.371916099,79.24506966594826,10465382.111089673,3116918.380170607,29.79348696514458,366387.9615704088,6768348.371916099,2467980.468640272,2490159.950738451,79.24506966594826,10465382.111089673,3116918.380170607,29.79348696514458,366387.9615704088,2467980.468640272,2490159.950738451,6768348.371916099,1515.92672723,10483550.103418898,3123956.654513225,267.87404439,93945.63117189969,139542929.13563502,50882313.48619326,2495782.949724179,1515.92672723,10483550.103418898,3123956.654513225,267.87404439,93945.63117189969,50882313.48619326,2495782.949724179,139542929.13563502
,25/08/2022,1661385600,14498554.711457953,6725026.747363235,4956374.791602375,14498554.711457953,4956374.791602375,6725026.747363235,78.71601123814499,10996575.029431844,3132217.2905249274,31.195857828185122,369652.47963211546,6725026.747363235,2466360.2756299283,2490014.5159724467,78.71601123814499,10996575.029431844,3132217.2905249274,31.195857828185122,369652.47963211546,2466360.2756299283,2490014.5159724467,6725026.747363235,1515.92672723,11004619.40621779,3125965.3598053167,267.87677602,94059.15512267569,139359932.16593143,51109358.166240476,2485044.42711821,1515.92672723,11004619.40621779,3125965.3598053167,267.87677602,94059.15512267569,51109358.166240476,2485044.42711821,139359932.16593143
,26/08/2022,1661472000,14353428.567708284,7118239.250175542,4946057.001469834,14353428.567708284,4946057.001469834,7118239.250175542,79.0146488034093,10841423.682904014,3128249.820327337,27.01940808736768,383649.0304200399,7118239.250175542,2469084.140503197,2476972.8609666373,79.0146488034093,10841423.682904014,3128249.820327337,27.01940808736768,383649.0304200399,2469084.140503197,2476972.8609666373,7118239.250175542,1515.92672723,10808996.692825539,3122005.808709917,267.87960112,95673.07491771568,148123377.55262423,51379150.02560957,2472028.8033599174,1515.92672723,10808996.692825539,3122005.808709917,267.87960112,95673.07491771568,51379150.02560957,2472028.8033599174,148123377.55262423
,27/08/2022,1661558400,14702698.283597529,7076568.391236298,4937970.544239426,14702698.283597529,4937970.544239426,7076568.391236298,69.01950720155646,11011320.48857467,3331301.241086905,21.945290569888485,359985.5891381838,7076568.391236298,2476960.804486648,2461009.739752778,69.01950720155646,11011320.48857467,3331301.241086905,21.945290569888485,359985.5891381838,2476960.804486648,2461009.739752778,7076568.391236298,1515.92672723,10967450.685831346,3327973.267819086,267.89011792,95996.15710351568,147599046.54912317,51663042.433750495,2458551.188564214,1515.92672723,10967450.685831346,3327973.267819086,267.89011792,95996.15710351568,51663042.433750495,2458551.188564214,147599046.54912317
,28/08/2022,1661644800,14819076.472559225,6787418.958358527,4792653.618281858,14819076.472559225,4792653.618281858,6787418.958358527,71.99602933047257,11100369.495659119,3359047.928644328,23.454195682894,359563.5980307644,6787418.958358527,2389889.8197906674,2402763.7984911907,71.99602933047257,11100369.495659119,3359047.928644328,23.454195682894,359563.5980307644,2389889.8197906674,2402763.7984911907,6787418.958358527,1515.92672723,11089280.215443676,3355692.2364079203,267.89486788,96656.88119106568,147721534.52804452,52013614.261673346,2400363.4350561346,1515.92672723,11089280.215443676,3355692.2364079203,267.89486788,96656.88119106568,52013614.261673346,2400363.4350561346,147721534.52804452
,29/08/2022,1661731200,14948440.47753129,6832528.124662296,4785288.84101665,14948440.47753129,4785288.84101665,6832528.124662296,72.70326978579446,11178523.863012694,3400656.27468102,22.449157863787114,369165.1874099264,6832528.124662296,2392377.8782889172,2392910.9627277325,72.70326978579446,11178523.863012694,3400656.27468102,22.449157863787114,369165.1874099264,2392377.8782889172,2392910.9627277325,6832528.124662296,1515.92672723,11167356.50650619,3397259.015665355,267.91209127,96387.77739162568,149129446.1107942,52216980.50376882,2390520.4422854474,1515.92672723,11167356.50650619,3397259.015665355,267.91209127,96387.77739162568,52216980.50376882,2390520.4422854474,149129446.1107942
,30/08/2022,1661817600,14991497.848385401,6948926.155761839,4822512.34749669,14991497.848385401,4822512.34749669,6948926.155761839,199.74869213994717,11170041.957344435,3434386.7617230853,25.940189679496378,386843.4404360599,6948926.155761839,2403998.56460109,2418513.7828956004,199.74869213994717,11170041.957344435,3434386.7617230853,25.940189679496378,386843.4404360599,2403998.56460109,2418513.7828956004,6948926.155761839,4169.90816205,11158883.074270166,3434386.7617230853,267.92734491,95990.92814790568,149195233.68360996,51614468.13236434,2418513.7828956004,4169.90816205,11158883.074270166,3434386.7617230853,267.92734491,95990.92814790568,51614468.13236434,2418513.7828956004,149195233.68360996
,31/08/2022,1661904000,14618970.994318007,7415531.246989516,4988277.265707288,14618970.994318007,4988277.265707288,7415531.246989516,197.70635452033832,10901208.420699405,3332089.7331409636,12.307860861944791,385462.826262255,7415531.246989516,2514002.16906926,2474275.0966380276,197.70635452033832,10901208.420699405,3332089.7331409636,12.307860861944791,385462.826262255,2514002.16906926,2474275.0966380276,7415531.246989516,4169.90816205,10901208.420699405,3328760.9721687953,268.66887479,95886.27518961568,149010108.1896542,50517181.133060016,2471803.293344683,4169.90816205,10901208.420699405,3328760.9721687953,268.66887479,95886.27518961568,50517181.133060016,2471803.293344683,149010108.1896542
,01/09/2022,1661990400,14563209.585916495,7303439.1318286145,4931292.146788454,14563209.585916495,4931292.146788454,7303439.1318286145,190.83459606376962,10878311.61701417,3310024.280124184,18.12657068663917,374664.72761139116,7303439.1318286145,2475048.577092101,2456243.5696963524,190.83459606376962,10878311.61701417,3310024.280124184,18.12657068663917,374664.72761139116,2475048.577092101,2456243.5696963524,7303439.1318286145,4169.90816205,10895450.160116034,3320247.3216274753,268.72890289,96067.87887471568,149539137.39817166,50677033.45728523,2463829.7013467993,4169.90816205,10895450.160116034,3320247.3216274753,268.72890289,96067.87887471568,50677033.45728523,2463829.7013467993,149539137.39817166
,02/09/2022,1662076800,15045517.212916369,6998168.089103681,4848941.250217568,15045517.212916369,4848941.250217568,6998168.089103681,190.90355317641865,11359707.484959364,3304568.9989500605,13.428721510175482,381036.39673225774,6998168.089103681,2420686.0143408603,2428255.235876708,190.90355317641865,11359707.484959364,3304568.9989500605,13.428721510175482,381036.39673225774,2420686.0143408603,2428255.235876708,6998168.089103681,4189.33219637,11359707.484959364,3306615.794126625,268.76552249,96221.31230612569,149154691.50579706,51593027.0756975,2429759.2568567023,4189.33219637,11359707.484959364,3306615.794126625,268.76552249,96221.31230612569,51593027.0756975,2429759.2568567023,149154691.50579706
,03/09/2022,1662163200,15490826.233476121,7088375.851558823,4882270.32327993,15490826.233476121,4882270.32327993,7088375.851558823,185.1929487795808,11775006.624851262,3325328.231101927,16.17568465203333,390290.00888950273,7088375.851558823,2438607.9984610886,2443662.3248188416,185.1929487795808,11775006.624851262,3325328.231101927,16.17568465203333,390290.00888950273,2438607.9984610886,2443662.3248188416,7088375.851558823,4189.33219637,11763243.381469794,3315382.084847385,268.77498051,97572.50222237568,149883245.1038126,51564207.090554,2436353.2650237707,4189.33219637,11763243.381469794,3315382.084847385,268.77498051,97572.50222237568,51564207.090554,2436353.2650237707,149883245.1038126
,04/09/2022,1662249600,15515296.037849775,7010826.181324735,4847719.570362059,15515296.037849775,4847719.570362059,7010826.181324735,183.31114265029336,11780682.699966503,3318922.0108144907,15.788669665255961,415492.2272564646,7010826.181324735,2418159.091786689,2429560.4785753703,183.31114265029336,11780682.699966503,3318922.0108144907,15.788669665255961,415492.2272564646,2418159.091786689,2429560.4785753703,7010826.181324735,4189.33219637,11768913.786180325,3318981.752486035,268.83940924,102844.6107070457,149913594.54123795,51707874.685008764,2429604.211451176,4189.33219637,11768913.786180325,3318981.752486035,268.83940924,102844.6107070457,51707874.685008764,2429604.211451176,149913594.54123795
,05/09/2022,1662336000,16752797.057685183,6716469.786549863,4755567.68711824,16752797.057685183,4755567.68711824,6716469.786549863,186.56399152748682,11955000.338312572,4370785.563397593,12.846121045596409,426811.74586244655,6716469.786549863,2373828.039630488,2381739.647487752,186.56399152748682,11955000.338312572,4370785.563397593,12.846121045596409,426811.74586244655,2373828.039630488,2381739.647487752,6716469.786549863,4189.33219637,11943057.281031542,4366419.14425334,268.84449118,103094.62460445569,147658531.35655335,52187529.03895635,2379360.287200552,4189.33219637,11943057.281031542,4366419.14425334,268.84449118,103094.62460445569,52187529.03895635,2379360.287200552,147658531.35655335
,06/09/2022,1662422400,16935030.418252155,6576386.430391033,4898463.471893499,16935030.418252155,4898463.471893499,6576386.430391033,194.80386334456108,11868814.482915848,4634079.818925207,19.1777366308976,431922.1348111245,6576386.430391033,2435763.3139738836,2462700.1579196155,194.80386334456108,11868814.482915848,4634079.818925207,19.1777366308976,431922.1348111245,2435763.3139738836,2462700.1579196155,6576386.430391033,4189.33219637,11856957.52539046,4624830.1586079905,268.85933872,102594.33130905569,145233372.96815044,53791565.563380815,2457784.5887421314,4189.33219637,11856957.52539046,4624830.1586079905,268.85933872,102594.33130905569,53791565.563380815,2457784.5887421314,145233372.96815044
,07/09/2022,1662508800,16551994.365181444,7407319.580188359,4945645.255207617,16551994.365181444,4945645.255207617,7407319.580188359,193.28313575727876,11484238.84279222,4669107.2309351275,16.4264012405277,398438.5819170974,7407319.580188359,2467109.010254189,2478536.2449534284,193.28313575727876,11484238.84279222,4669107.2309351275,16.4264012405277,398438.5819170974,2467109.010254189,2478536.2449534284,7407319.580188359,4189.33219637,11484663.775351908,4664442.788146981,268.86653966,102426.37067277568,160318614.47121724,53396305.369526125,2476060.18476866,4189.33219637,11484663.775351908,4664442.788146981,268.86653966,102426.37067277568,53396305.369526125,2476060.18476866,160318614.47121724
,08/09/2022,1662595200,16508102.391693378,7169823.951025307,4862400.442975815,16508102.391693378,4862400.442975815,7169823.951025307,193.5151828676357,11426855.957880579,4657676.740932973,13.334595894455061,423362.8431010633,7169823.951025307,2424032.6062508537,2438367.836724961,193.5151828676357,11426855.957880579,4657676.740932973,13.334595894455061,423362.8431010633,2424032.6062508537,2438367.836724961,7169823.951025307,4189.33219637,11426855.957880579,4657676.740932973,268.87480488,103007.99102215651,160477872.11021513,54255668.93051638,2438367.836724961,4189.33219637,11426855.957880579,4657676.740932973,268.87480488,103007.99102215651,54255668.93051638,2438367.836724961,160477872.11021513
,09/09/2022,1662681600,17089039.860401362,6943706.25496013,4835155.82303985,17089039.860401362,4835155.82303985,6943706.25496013,193.2954105006141,12017070.646586102,4656533.7994792145,16.04907576594154,415226.06984977936,6943706.25496013,2422919.2533280835,2412236.569711766,193.2954105006141,12017070.646586102,4656533.7994792145,16.04907576594154,415226.06984977936,2422919.2533280835,2412236.569711766,6943706.25496013,4189.33219637,12005065.581005098,4651881.917561653,268.87828186,101771.09555141651,157250265.30220616,54870508.8322968,2409826.7429687977,4189.33219637,12005065.581005098,4651881.917561653,268.87828186,101771.09555141651,54870508.8322968,2409826.7429687977,157250265.30220616
,10/09/2022,1662768000,16358801.318535872,6844793.238578355,4822388.7670779,16358801.318535872,4822388.7670779,6844793.238578355,187.78681570228522,11193489.842792334,4731104.647989449,17.96665826792445,434001.0742801194,6844793.238578355,2399821.054276319,2422567.7128015803,187.78681570228522,11193489.842792334,4731104.647989449,17.96665826792445,434001.0742801194,2399821.054276319,2422567.7128015803,6844793.238578355,4189.33219637,11182307.535257079,4726378.26971973,268.90156803,100463.21163891652,155932333.54212317,54670708.67352409,2420147.5652363445,4189.33219637,11182307.535257079,4726378.26971973,268.90156803,100463.21163891652,54670708.67352409,2420147.5652363445,155932333.54212317
,11/09/2022,1662854400,16419257.536154596,6827641.810607925,4810530.742865073,16419257.536154596,4810530.742865073,6827641.810607925,182.51705473247142,11266429.245981837,4715505.925132953,13.98096956412408,437125.86701550876,6827641.810607925,2399816.509030547,2410714.233834525,182.51705473247142,11266429.245981837,4715505.925132953,13.98096956412408,437125.86701550876,2399816.509030547,2410714.233834525,6827641.810607925,4189.33219637,11255174.071909929,4722537.78389317,268.90616949,100488.70506103651,155922886.98578316,54804620.497639954,2414309.1401441996,4189.33219637,11255174.071909929,4722537.78389317,268.90616949,100488.70506103651,54804620.497639954,2414309.1401441996,155922886.98578316
,12/09/2022,1662940800,16420207.480173836,6554798.318160311,4713772.002484199,16420207.480173836,4713772.002484199,6554798.318160311,187.8554369636618,11233156.072237818,4739339.120892482,16.940525411937237,447507.4910811593,6554798.318160311,2350723.388670866,2363048.613813333,187.8554369636618,11233156.072237818,4739339.120892482,16.940525411937237,447507.4910811593,2350723.388670866,2363048.613813333,6554798.318160311,4189.33219637,11221934.138099719,4746782.075186375,268.92284046,99446.10912914651,155870823.17927077,55899384.21808381,2366759.693011976,4189.33219637,11221934.138099719,4746782.075186375,268.92284046,99446.10912914651,55899384.21808381,2366759.693011976,155870823.17927077
,13/09/2022,1663027200,16322728.343159009,6613842.479439131,4731367.975150341,16322728.343159009,4731367.975150341,6613842.479439131,181.09247231909583,11146719.730384016,4742492.475853785,13.92040496275794,433321.1240439247,6613842.479439131,2367290.3665439547,2364077.608606386,181.09247231909583,11146719.730384016,4742492.475853785,13.92040496275794,433321.1240439247,2367290.3665439547,2364077.608606386,6613842.479439131,4189.33219637,11160625.870218309,4742492.475853785,268.92577638,98482.07364634651,156352472.33658734,55963186.71005322,2364077.608606386,4189.33219637,11160625.870218309,4742492.475853785,268.92577638,98482.07364634651,55963186.71005322,2364077.608606386,156352472.33658734
,14/09/2022,1663113600,17477807.22165581,6498644.397134157,4713862.9983190745,17477807.22165581,4713862.9983190745,6498644.397134157,169.21043698381945,12328208.34262699,4738081.875407472,11.54141150317943,411336.2517728554,6498644.397134157,2367021.700904933,2346841.297414142,169.21043698381945,12328208.34262699,4738081.875407472,11.54141150317943,411336.2517728554,2367021.700904933,2346841.297414142,6498644.397134157,4189.33219637,12336757.715723988,4742986.123058715,268.93797877,99356.58255382982,154618487.26199326,56317178.22129599,2349270.4430522583,4189.33219637,12336757.715723988,4742986.123058715,268.93797877,99356.58255382982,56317178.22129599,2349270.4430522583,154618487.26199326
,15/09/2022,1663200000,17953308.478669144,6194507.114797423,4576239.833613419,17953308.478669144,4576239.833613419,6194507.114797423,161.0050433707213,12749817.805635346,4763778.024182515,11.729203077030592,439539.91460483446,6194507.114797423,2291354.514810293,2284885.318803126,161.0050433707213,12749817.805635346,4763778.024182515,11.729203077030592,439539.91460483446,2291354.514810293,2284885.318803126,6194507.114797423,4189.33219637,12749817.805635346,4768470.198858191,268.94723454,105658.63331846982,154266591.75937733,57063370.00854431,2287135.860489848,4189.33219637,12749817.805635346,4768470.198858191,268.94723454,105658.63331846982,57063370.00854431,2287135.860489848,154266591.75937733
,16/09/2022,1663286400,18314212.500219427,6129215.76290993,4551586.105892812,18314212.500219427,4551586.105892812,6129215.76290993,155.6986676375112,13123965.976499746,4752521.3588103,11.760859369093962,437557.7053823737,6129215.76290993,2273673.269561479,2277912.836331333,155.6986676375112,13123965.976499746,4752521.3588103,11.760859369093962,437557.7053823737,2273673.269561479,2277912.836331333,6129215.76290993,4189.33219637,13141259.87449458,4753795.37597106,268.95888658,106203.32654911983,154448062.59827304,57293533.96078379,2278523.4806241402,4189.33219637,13141259.87449458,4753795.37597106,268.95888658,106203.32654911983,57293533.96078379,2278523.4806241402,154448062.59827304
,17/09/2022,1663372800,18400714.228742745,6123867.232757717,4533926.42636802,18400714.228742745,4533926.42636802,6123867.232757717,148.7164333457872,13212601.345667573,4749640.746128745,16.55486919378131,438306.86564388755,6123867.232757717,2260910.109363341,2273016.317004679,148.7164333457872,13212601.345667573,4749640.746128745,16.55486919378131,438306.86564388755,2260910.109363341,2273016.317004679,6123867.232757717,4189.33219637,13212601.345667573,4740160.425278189,268.97056319,104110.89445222983,155563845.62869117,57433621.250302695,2268479.358288103,4189.33219637,13212601.345667573,4740160.425278189,268.97056319,104110.89445222983,57433621.250302695,2268479.358288103,155563845.62869117
,18/09/2022,1663459200,18584546.904545546,5364320.750944395,4231883.422213885,18584546.904545546,4231883.422213885,5364320.750944395,153.6242360138347,13372312.95335763,4760799.21896776,13.46697994753212,451267.6410041946,5364320.750944395,2109429.819364545,2122453.60284934,153.6242360138347,13372312.95335763,4760799.21896776,13.46697994753212,451267.6410041946,2109429.819364545,2122453.60284934,5364320.750944395,4189.33219637,13358953.999358272,4756043.175791969,268.97379459,104218.85473537982,154664251.0504054,60819141.56568137,2120333.2695797607,4189.33219637,13358953.999358272,4756043.175791969,268.97379459,104218.85473537982,60819141.56568137,2120333.2695797607,154664251.0504054
,19/09/2022,1663545600,18830866.71187228,5348348.845970356,4225091.555119503,18830866.71187228,4225091.555119503,5348348.845970356,147.4103671402469,13606731.097116103,4776548.857112501,14.824036043419191,447424.523240494,5348348.845970356,2115443.2386616985,2109648.3164578043,147.4103671402469,13606731.097116103,4776548.857112501,14.824036043419191,447424.523240494,2115443.2386616985,2109648.3164578043,5348348.845970356,4189.33219637,13606731.097116103,4782091.300930279,268.98506729,104294.76066211982,154453573.69985333,61091334.46234858,2112096.235995323,4189.33219637,13606731.097116103,4782091.300930279,268.98506729,104294.76066211982,61091334.46234858,2112096.235995323,154453573.69985333
,20/09/2022,1663632000,18954059.07584653,5034175.213054921,4098685.342393051,18954059.07584653,4098685.342393051,5034175.213054921,139.4376909306571,13473242.730185594,5025359.96977136,10.213640991003242,455306.72455765336,5034175.213054921,2049682.4753152307,2049002.8670778205,139.4376909306571,13473242.730185594,5025359.96977136,10.213640991003242,455306.72455765336,2049682.4753152307,2049002.8670778205,5034175.213054921,4189.33219637,13459782.947238358,5020339.630141219,269.01796539,104909.38353862982,152922829.9111663,62263078.11688592,2046955.911166654,4189.33219637,13459782.947238358,5020339.630141219,269.01796539,104909.38353862982,62263078.11688592,2046955.911166654,152922829.9111663
,21/09/2022,1663718400,18775360.552218873,5081158.6717705205,4118096.4755049506,18775360.552218873,4118096.4755049506,5081158.6717705205,130.34022091966395,13392319.073081275,4925378.265029385,13.30743801718866,457519.56644927623,5081158.6717705205,2049389.3917510377,2068707.083753913,130.34022091966395,13392319.073081275,4925378.265029385,13.30743801718866,457519.56644927623,2049389.3917510377,2068707.083753913,5081158.6717705205,4189.33219637,13400828.599241795,4915547.170688009,269.02071792,105176.91182741983,153009432.98150757,61713465.185073234,2064577.9278981166,4189.33219637,13400828.599241795,4915547.170688009,269.02071792,105176.91182741983,61713465.185073234,2064577.9278981166,153009432.98150757
,22/09/2022,1663804800,19061797.12076879,5349702.664940523,4217557.7138755005,19061797.12076879,4217557.7138755005,5349702.664940523,124.00272485296131,13629639.727016874,4983203.686627424,15.470305404707519,448814.23409423453,5349702.664940523,2104499.0786509537,2113058.6352245463,124.00272485296131,13629639.727016874,4983203.686627424,15.470305404707519,448814.23409423453,2104499.0786509537,2113058.6352245463,5349702.664940523,4189.33219637,13616023.703313561,4978225.461166259,269.02071792,106102.65581423983,153445990.89141366,60363531.70989792,2110947.6875370094,4189.33219637,13616023.703313561,4978225.461166259,269.02071792,106102.65581423983,60363531.70989792,2110947.6875370094,153445990.89141366
,23/09/2022,1663891200,19066457.42733546,5319874.018700516,4199602.0646537095,19066457.42733546,4199602.0646537095,5319874.018700516,125.61708401483249,13636558.244393392,4955854.920214665,10.116538420875202,473908.5291049676,5319874.018700516,2095584.6210302522,2104017.4436234576,125.61708401483249,13636558.244393392,4955854.920214665,10.116538420875202,473908.5291049676,2095584.6210302522,2104017.4436234576,5319874.018700516,4189.33219637,13636558.244393392,4956980.154709784,172.02071792,106257.51773653983,153711424.7768608,60549422.16803114,2104495.1640256913,4189.33219637,13636558.244393392,4956980.154709784,172.02071792,106257.51773653983,60549422.16803114,2104495.1640256913,153711424.7768608
